N,turnout,votes,district
1304,1299,867,1548
1199,993,701,1549
1017,815,506,1550
1249,843,606,1551
1126,1025,710,1552
2380,1591,727,1553
295,295,261,1554
2322,1926,1371,1555
1106,1075,942,1556
958,929,835,1557
663,574,461,1558
112,112,108,1559
2339,1559,1232,1560
194,192,170,1561
2289,1731,1052,1562
2393,2065,1483,1563
436,387,331,1564
81,81,73,1565
942,810,697,1566
1065,998,599,1567
697,607,533,1568
346,345,305,1569
349,339,312,1570
2089,1284,557,1571
443,433,399,1572
1634,1427,1207,1573
348,308,233,1574
843,813,639,1575
327,317,297,1576
207,203,184,1577
130,129,76,1578
2158,2082,1812,1579
81,78,64,1580
1207,958,476,1581
948,656,266,1582
1221,1120,801,1583
481,424,257,1584
2575,1837,1180,1585
1290,1174,1095,1586
1296,937,622,1587
535,488,327,1588
436,421,366,1589
87,74,40,1590
1144,574,259,1591
583,524,337,1592
613,567,298,1593
1688,1404,969,1594
133,125,81,1595
342,296,251,1596
2668,2005,1503,1597
259,245,225,1598
102,102,96,1599
2094,979,536,1600
2208,1675,1279,1601
1269,1243,1027,1602
1536,1508,1280,1603
891,838,712,1604
1095,953,815,1605
2023,1535,1142,1606
2563,1697,1224,1607
1096,824,457,1608
2645,1929,1390,1609
1540,1382,942,1610
533,512,471,1611
2573,1947,1456,1612
2295,1720,1290,1613
1043,996,906,1614
1343,960,724,1615
366,366,348,1616
604,601,447,1617
994,988,890,1618
542,529,451,1619
2099,1834,1201,1620
1910,805,255,1621
167,167,148,1622
1085,986,913,1623
411,405,371,1624
2515,1671,1002,1625
1506,1177,784,1626
1133,1054,870,1627
1288,892,633,1628
581,545,380,1629
2318,1604,822,1630
1402,1029,512,1631
2175,1754,1281,1632
2591,1867,1257,1633
951,781,523,1634
751,600,456,1635
1285,1054,770,1636
1385,1111,793,1637
800,597,386,1638
1476,1095,648,1639
703,521,346,1640
1184,887,407,1641
685,560,382,1642
2018,1512,772,1643
1031,851,480,1644
1738,1466,834,1645
2403,1858,1137,1646
1169,1028,474,1647
1678,1223,669,1648
1385,1080,629,1649
1505,1411,1171,1650
179,160,129,1651
2674,2210,1269,1652
1829,1373,1170,1653
1110,1055,950,1654
650,614,415,1655
1244,1117,932,1656
2271,1546,1008,1657
1043,990,762,1658
1044,979,812,1659
132,131,127,1660
1500,1080,878,1661
257,243,195,1662
182,177,142,1663
506,501,448,1664
1528,1483,1291,1665
1508,1126,846,1666
219,216,176,1667
1676,1594,1382,1668
146,144,126,1669
446,380,205,1670
815,598,313,1671
289,240,103,1672
593,538,425,1673
74,74,73,1674
534,392,220,1675
186,153,153,1676
237,193,157,1677
133,131,126,1678
85,72,46,1679
1002,991,984,1680
243,169,95,1681
104,96,65,1682
673,655,653,1683
829,744,510,1684
1579,1365,1137,1685
354,345,345,1686
184,158,103,1687
276,268,238,1688
169,162,155,1689
1309,639,262,1690
1568,848,282,1691
80,78,65,1692
255,236,213,1693
1482,1165,880,1694
115,97,32,1695
982,569,197,1696
205,181,151,1697
1285,952,506,1698
312,290,269,1699
2439,1219,958,1700
651,639,554,1701
313,307,279,1702
1805,1363,1148,1703
198,195,178,1704
69,66,59,1705
592,590,535,1706
108,108,100,1707
143,140,130,1708
588,553,464,1709
833,830,769,1710
115,112,82,1711
43,42,41,1712
2176,1845,1429,1713
136,136,123,1714
2486,1658,1118,1715
343,330,304,1716
2761,2140,1446,1717
762,583,434,1718
2691,2070,1300,1719
1083,780,541,1720
1187,1060,899,1721
1148,812,651,1722
1097,722,504,1723
1022,826,525,1724
73,53,43,1725
1020,862,737,1726
327,189,114,1727
1569,1200,916,1728
2069,1550,1318,1729
1816,703,386,1730
1909,1413,1025,1731
1254,794,328,1732
1542,1112,657,1733
1496,835,388,1734
900,865,733,1735
2276,1454,864,1736
1711,1026,435,1737
2456,1774,1076,1738
1475,1186,756,1739
2910,1757,1131,1740
2187,1145,896,1741
2356,2039,1907,1742
560,554,484,1743
1628,1107,470,1744
2665,1777,1356,1745
711,657,352,1746
2473,2066,1418,1747
131,121,115,1748
115,110,78,1749
266,262,231,1750
396,378,224,1751
149,146,134,1752
269,265,246,1753
142,142,122,1754
2094,1594,978,1755
2422,1347,460,1756
735,623,424,1757
1264,1100,902,1758
237,233,199,1759
2478,1893,1369,1760
76,76,45,1761
115,113,101,1762
204,171,129,1763
209,207,167,1764
319,301,150,1765
234,216,173,1766
221,198,130,1767
1955,1315,672,1768
126,121,92,1769
204,200,170,1770
219,200,145,1771
305,270,245,1772
2332,2134,1721,1773
611,566,510,1774
2256,2029,1653,1775
435,309,207,1776
90,84,66,1777
2226,1391,1141,1778
2357,2021,1596,1779
2256,1305,574,1780
2346,1370,665,1781
1650,1359,808,1782
1193,1109,824,1783
1020,1020,918,1784
146,142,131,1785
370,357,338,1786
192,189,183,1787
181,179,167,1788
194,178,102,1789
240,234,220,1790
2439,2225,1636,1791
145,145,140,1792
2385,1920,1416,1793
804,788,717,1794
579,493,367,1795
385,377,360,1796
312,308,279,1797
340,315,270,1798
2414,2357,2125,1799
521,465,397,1800
1412,745,534,1801
318,312,304,1802
2070,1341,552,1803
188,174,126,1804
2363,1273,583,1805
431,393,342,1806
969,715,330,1807
227,191,148,1808
291,283,151,1809
212,212,180,1810
425,370,180,1811
1225,792,394,1812
375,339,286,1813
1614,1560,1208,1814
77,74,41,1815
2783,1658,822,1816
1088,735,350,1817
1448,773,428,1818
273,270,258,1819
183,180,130,1820
1605,1131,525,1821
43,40,28,1822
994,959,756,1823
249,242,194,1824
2087,1598,1360,1825
1313,1001,466,1826
474,463,412,1827
444,434,367,1828
2306,1197,524,1829
370,337,190,1830
144,141,112,1831
775,701,495,1832
180,177,155,1833
81,78,66,1834
170,168,150,1835
305,298,277,1836
238,230,161,1837
344,334,278,1838
283,255,149,1839
443,436,376,1840
428,413,382,1841
230,209,140,1842
1057,926,664,1843
962,948,837,1844
196,178,128,1845
246,222,136,1846
255,218,158,1847
2372,1531,1025,1848
1231,959,720,1849
2607,1778,1207,1850
1520,1106,622,1851
1506,1127,849,1852
2650,1146,588,1853
285,258,215,1854
2298,1100,765,1855
2460,1854,1395,1856
2116,1525,1008,1857
75,60,40,1858
2120,1489,1046,1859
2210,1881,1270,1860
2113,1734,936,1861
320,302,275,1862
244,228,197,1863
2121,1358,582,1864
1783,996,352,1865
2201,1652,848,1866
2744,2633,2401,1867
1684,982,417,1868
1672,763,499,1869
2144,1642,1130,1870
1610,929,604,1871
439,437,369,1872
1938,1439,1090,1873
395,381,339,1874
1315,1198,856,1875
2524,1235,578,1876
2520,1212,657,1877
376,371,358,1878
156,148,124,1879
306,305,299,1880
410,396,344,1881
336,328,315,1882
502,485,381,1883
354,347,336,1884
2330,1777,1243,1885
220,185,92,1886
100,98,67,1887
378,289,123,1888
184,184,179,1889
1126,888,538,1890
370,370,355,1891
126,123,116,1892
387,384,370,1893
2321,1712,970,1894
396,389,378,1895
1038,1013,976,1896
111,106,87,1897
390,385,371,1898
1010,979,959,1899
664,415,276,1900
142,130,121,1901
2425,1760,1120,1902
80,75,65,1903
536,354,248,1904
170,137,84,1905
765,516,336,1906
786,713,596,1907
261,227,210,1908
110,92,65,1909
463,297,161,1910
227,169,96,1911
342,239,135,1912
2839,2027,1382,1913
1033,999,744,1914
227,140,81,1915
665,426,245,1916
329,259,183,1917
769,564,372,1918
342,226,138,1919
2832,1914,1341,1920
172,146,90,1921
100,94,66,1922
255,141,94,1923
556,529,353,1924
1625,1454,1088,1925
830,621,431,1926
339,227,133,1927
454,442,411,1928
97,67,62,1929
291,200,136,1930
575,543,392,1931
444,435,349,1932
662,525,349,1933
774,454,294,1934
1563,1434,1130,1935
395,328,164,1936
35,34,13,1937
1379,1183,603,1938
255,223,210,1939
193,187,150,1940
136,122,100,1941
317,317,167,1942
530,386,251,1943
310,281,193,1944
312,274,194,1945
302,286,278,1946
540,520,322,1947
371,320,230,1948
475,443,411,1949
195,193,149,1950
381,344,197,1951
219,209,200,1952
436,427,405,1953
444,423,404,1954
140,139,132,1955
419,390,361,1956
237,223,195,1957
220,204,149,1958
193,187,168,1959
219,211,192,1960
325,305,266,1961
1988,1950,1212,1962
2112,1469,701,1963
240,233,195,1964
2081,1125,407,1965
373,360,243,1966
1489,1197,885,1967
539,519,426,1968
123,121,111,1969
1133,976,529,1970
481,427,303,1971
500,484,453,1972
170,161,136,1973
497,455,340,1974
953,925,825,1975
1115,593,427,1976
322,311,266,1977
393,347,209,1978
104,100,89,1979
1160,991,791,1980
71,71,62,1981
363,334,286,1982
313,285,196,1983
501,494,394,1984
916,861,642,1985
861,613,447,1986
1274,1080,974,1987
471,344,217,1988
2154,1482,1059,1989
493,472,426,1990
1138,782,625,1991
1447,1229,1135,1992
2146,1631,1388,1993
1399,1076,979,1994
126,121,103,1995
1835,956,508,1996
1194,1131,833,1997
1533,1192,1020,1998
1750,1301,1129,1999
1875,1455,1237,2000
1236,925,788,2001
58,58,36,2002
143,138,118,2003
1995,1555,1322,2004
376,306,214,2005
1703,1193,952,2006
618,515,448,2007
552,547,544,2008
176,154,126,2009
1954,1748,1198,2010
302,288,236,2011
1170,1079,932,2012
338,242,187,2013
907,704,329,2014
2009,1799,1657,2015
1830,1273,554,2016
1956,1778,1477,2017
1700,1174,780,2018
577,548,466,2019
720,623,509,2020
789,642,446,2021
1014,626,373,2022
1339,1210,1016,2023
186,179,123,2024
789,691,556,2025
247,203,145,2026
254,236,201,2027
2425,1993,1702,2028
455,391,365,2029
145,144,134,2030
523,523,478,2031
180,176,168,2032
477,459,396,2033
833,709,556,2034
191,191,140,2035
1018,914,852,2036
1533,1190,977,2037
989,631,255,2038
165,148,88,2039
310,283,181,2040
460,424,341,2041
233,229,188,2042
1875,1198,817,2043
922,799,445,2044
549,464,377,2045
715,603,368,2046
292,266,232,2047
98,92,87,2048
490,466,397,2049
2212,1604,704,2050
102,101,79,2051
172,166,143,2052
319,307,265,2053
1588,1045,484,2054
2169,1447,683,2055
2035,1786,1042,2056
2528,1879,933,2057
1029,977,810,2058
1191,884,691,2059
1124,679,491,2060
1093,802,626,2061
292,283,248,2062
164,160,143,2063
500,479,436,2064
1105,1079,955,2065
76,73,66,2066
215,213,190,2067
581,574,503,2068
1595,1568,1386,2069
387,380,341,2070
1329,1115,964,2071
2326,2290,1945,2072
792,634,324,2073
143,140,125,2074
2176,1206,516,2075
529,508,460,2076
919,919,799,2077
682,659,600,2078
1493,1212,882,2079
2154,1884,1632,2080
740,720,640,2081
2215,1660,1076,2082
118,118,110,2083
1059,897,525,2084
225,211,184,2085
576,565,523,2086
312,283,259,2087
148,125,93,2088
257,232,196,2089
380,369,351,2090
252,251,174,2091
348,338,223,2092
734,613,445,2093
196,165,132,2094
187,183,117,2095
430,427,374,2096
477,358,227,2097
394,308,181,2098
206,200,144,2099
194,175,125,2100
409,385,293,2101
201,176,103,2102
454,327,217,2103
284,226,147,2104
1664,1203,842,2105
214,198,151,2106
1661,1362,988,2107
1519,849,474,2108
245,227,184,2109
313,309,256,2110
419,401,185,2111
2167,1145,704,2112
484,412,235,2113
207,159,78,2114
2950,2269,1646,2115
1659,1271,876,2116
2065,979,500,2117
442,355,219,2118
1767,1381,1026,2119
2300,1656,1266,2120
2058,1683,1240,2121
1049,904,648,2122
1196,895,673,2123
456,349,219,2124
1650,1377,986,2125
171,146,111,2126
2659,2076,1076,2127
74,72,58,2128
541,402,200,2129
1310,1303,981,2130
90,81,59,2131
2350,1890,1325,2132
2189,1787,1221,2133
426,390,348,2134
634,605,503,2135
2602,1980,1298,2136
1015,940,697,2137
1908,1903,1397,2138
37,37,27,2139
270,265,216,2140
1746,1431,1108,2141
1900,1690,1157,2142
658,603,502,2143
394,392,383,2144
277,264,219,2145
128,128,122,2146
309,301,251,2147
703,688,495,2148
239,236,229,2149
323,318,312,2150
118,116,113,2151
111,110,107,2152
326,314,302,2153
454,323,190,2154
300,293,278,2155
102,65,21,2156
132,121,91,2157
497,427,297,2158
238,215,185,2159
98,79,62,2160
147,136,110,2161
135,135,95,2162
220,201,184,2163
186,161,124,2164
263,239,160,2165
114,106,81,2166
517,368,300,2167
311,305,297,2168
92,85,69,2169
270,235,213,2170
556,469,328,2171
336,327,312,2172
123,101,93,2173
150,147,133,2174
170,133,121,2175
284,282,272,2176
443,430,411,2177
95,95,89,2178
85,85,83,2179
162,159,154,2180
1359,1206,878,2181
575,570,542,2182
370,316,226,2183
697,684,617,2184
515,505,463,2185
2479,1673,1095,2186
321,309,221,2187
936,766,406,2188
2122,1212,744,2189
2341,2219,1372,2190
1348,1038,894,2191
2015,1500,1132,2192
2169,1637,1283,2193
967,926,791,2194
415,275,150,2195
251,212,123,2196
2800,1329,700,2197
155,139,74,2198
219,160,122,2199
358,358,273,2200
392,273,162,2201
213,180,159,2202
187,181,151,2203
1147,990,310,2204
181,174,160,2205
180,171,156,2206
768,710,532,2207
808,707,627,2208
680,559,403,2209
1083,603,403,2210
1152,1046,802,2211
171,166,145,2212
378,216,125,2213
2012,1551,1328,2214
741,587,369,2215
2045,1867,1251,2216
789,744,632,2217
1408,1124,770,2218
509,495,266,2219
2279,1309,676,2220
461,286,164,2221
973,700,413,2222
1826,1136,559,2223
1015,346,190,2224
1077,732,455,2225
293,290,279,2226
601,515,431,2227
516,509,489,2228
1333,1172,723,2229
157,150,131,2230
335,335,311,2231
145,141,120,2232
130,119,70,2233
300,293,267,2234
149,145,122,2235
2012,817,423,2236
145,128,106,2237
158,152,114,2238
923,429,210,2239
288,272,240,2240
321,306,293,2241
448,408,381,2242
580,566,499,2243
121,117,110,2244
742,668,542,2245
1374,1300,999,2246
171,166,148,2247
327,297,218,2248
136,125,95,2249
389,370,349,2250
1398,937,719,2251
391,380,337,2252
1486,811,285,2253
1204,741,543,2254
1496,1221,796,2255
231,199,116,2256
2426,1751,1304,2257
132,129,112,2258
2237,1302,512,2259
144,118,77,2260
1897,1536,1127,2261
320,285,244,2262
286,269,157,2263
81,78,64,2264
1465,1154,904,2265
2372,1488,921,2266
443,435,393,2267
564,544,471,2268
551,539,459,2269
900,837,721,2270
334,330,293,2271
238,237,203,2272
76,72,53,2273
250,226,139,2274
475,458,432,2275
408,401,374,2276
843,766,606,2277
207,205,168,2278
347,342,305,2279
253,249,233,2280
177,174,165,2281
270,264,246,2282
484,416,360,2283
657,576,465,2284
659,586,502,2285
1571,1419,887,2286
1090,946,618,2287
310,301,243,2288
800,734,627,2289
537,486,259,2290
455,396,345,2291
183,168,117,2292
159,146,128,2293
265,233,145,2294
129,115,65,2295
121,119,62,2296
662,595,512,2297
689,534,264,2298
749,728,477,2299
159,155,132,2300
259,236,181,2301
291,257,177,2302
197,196,191,2303
212,200,135,2304
287,277,229,2305
149,139,78,2306
1018,973,837,2307
355,329,276,2308
426,351,255,2309
179,171,111,2310
589,574,451,2311
719,635,453,2312
143,133,94,2313
143,136,106,2314
680,395,217,2315
528,410,250,2316
204,183,163,2317
606,365,245,2318
2444,2204,1552,2319
1844,1383,1038,2320
556,420,328,2321
2306,1758,1329,2322
481,454,391,2323
2022,1517,1062,2324
2535,2195,1296,2325
1157,936,678,2326
1082,506,174,2327
1006,810,594,2328
160,141,107,2329
1076,916,672,2330
219,205,172,2331
138,138,136,2332
438,395,358,2333
307,271,222,2334
1981,1515,1080,2335
696,656,523,2336
340,253,174,2337
147,138,122,2338
238,236,223,2339
125,123,117,2340
509,493,406,2341
81,77,77,2342
221,220,218,2343
137,130,126,2344
648,622,535,2345
101,98,76,2346
347,325,311,2347
157,130,93,2348
306,283,234,2349
268,265,154,2350
250,244,205,2351
262,242,166,2352
267,261,241,2353
318,304,195,2354
86,86,85,2355
282,256,178,2356
310,294,219,2357
65,64,38,2358
174,156,141,2359
383,319,251,2360
70,68,45,2361
249,244,234,2362
252,250,240,2363
2264,1879,1495,2364
112,96,72,2365
153,153,148,2366
2725,2326,2028,2367
241,235,232,2368
368,330,278,2369
215,199,122,2370
1905,1587,1150,2371
772,753,678,2372
390,388,321,2373
1998,1858,1616,2374
632,602,449,2375
599,587,552,2376
123,100,82,2377
570,481,388,2378
599,583,501,2379
1971,1482,1128,2380
2007,1328,983,2381
384,377,341,2382
419,399,383,2383
1221,1069,746,2384
1527,923,612,2385
209,208,191,2386
472,462,430,2387
1157,1093,901,2388
364,312,255,2389
247,243,238,2390
214,208,177,2391
2343,1272,948,2392
453,379,261,2393
1578,1156,932,2394
399,378,303,2395
146,132,90,2396
453,432,374,2397
154,152,133,2398
2330,1747,1485,2399
186,174,129,2400
95,93,75,2401
158,158,144,2402
132,116,58,2403
416,380,322,2404
2582,1872,1436,2405
426,389,365,2406
2438,1239,583,2407
524,444,224,2408
345,333,179,2409
346,320,236,2410
617,592,340,2411
466,446,267,2412
418,408,367,2413
120,114,97,2414
412,396,358,2415
352,289,197,2416
237,226,160,2417
386,361,290,2418
520,504,472,2419
1451,1424,617,2420
120,115,102,2421
2251,1265,564,2422
376,369,332,2423
2470,1829,938,2424
1665,1214,633,2425
2460,1537,914,2426
2331,1759,1054,2427
2179,2044,1240,2428
1192,911,732,2429
970,554,202,2430
1035,610,199,2431
130,129,116,2432
1391,1170,820,2433
1634,1300,616,2434
681,597,458,2435
2419,1342,584,2436
334,331,292,2437
660,621,432,2438
2499,1335,499,2439
304,288,267,2440
655,594,379,2441
357,355,317,2442
828,791,724,2443
105,104,98,2444
153,152,134,2445
342,333,298,2446
265,261,197,2447
1169,1143,996,2448
120,120,101,2449
633,553,480,2450
163,157,136,2451
529,519,342,2452
116,116,93,2453
301,298,260,2454
343,323,301,2455
92,92,87,2456
177,174,160,2457
258,247,192,2458
431,428,397,2459
185,150,65,2460
1232,1170,946,2461
644,595,375,2462
300,295,237,2463
1070,1048,896,2464
308,287,250,2465
1921,1748,1392,2466
269,269,219,2467
354,244,189,2468
189,154,108,2469
145,130,119,2470
452,440,383,2471
537,382,215,2472
334,282,187,2473
153,119,74,2474
416,357,221,2475
184,170,146,2476
340,296,250,2477
313,289,226,2478
140,131,84,2479
170,131,84,2480
750,490,298,2481
431,365,292,2482
274,223,190,2483
320,291,221,2484
136,118,66,2485
394,364,284,2486
436,371,265,2487
270,222,141,2488
326,264,193,2489
360,272,186,2490
854,523,253,2491
2370,1878,1419,2492
2172,1737,1342,2493
384,228,142,2494
868,499,341,2495
2126,1654,1430,2496
2702,2173,1498,2497
153,151,147,2498
1639,1226,921,2499
2305,1783,1365,2500
2502,1980,1510,2501
381,374,354,2502
1786,1364,1003,2503
1547,1271,961,2504
1495,1214,888,2505
2315,1671,833,2506
1380,1055,756,2507
2150,1680,1065,2508
1641,1265,708,2509
307,296,276,2510
635,589,472,2511
379,374,363,2512
1923,1080,767,2513
1761,1314,991,2514
1013,552,252,2515
118,116,112,2516
1394,1377,1191,2517
2520,1848,1014,2518
115,114,111,2519
948,532,260,2520
2213,1608,1100,2521
1029,1003,837,2522
280,279,274,2523
317,299,260,2524
1333,784,566,2525
1718,1055,410,2526
239,202,138,2527
2198,1235,569,2528
476,354,262,2529
635,532,333,2530
1888,1529,1020,2531
515,501,413,2532
180,150,113,2533
194,185,134,2534
96,54,46,2535
441,413,371,2536
405,398,339,2537
244,227,213,2538
307,280,195,2539
380,355,299,2540
366,359,341,2541
1832,1804,1005,2542
459,290,175,2543
140,111,94,2544
2543,2245,1612,2545
819,591,332,2546
715,687,622,2547
266,243,241,2548
2010,1979,1510,2549
417,406,368,2550
1677,1427,1010,2551
170,170,165,2552
2562,2152,1650,2553
191,184,134,2554
3177,2560,1927,2555
1645,1152,839,2556
1818,1513,1186,2557
2059,1711,1189,2558
2017,1533,1162,2559
205,192,175,2560
201,192,175,2561
2436,2060,1317,2562
325,311,277,2563
987,798,654,2564
543,531,468,2565
1051,989,699,2566
705,657,341,2567
95,93,72,2568
646,599,459,2569
1447,1084,922,2570
496,465,345,2571
292,269,241,2572
1883,1470,1254,2573
828,782,674,2574
117,113,101,2575
346,336,309,2576
106,102,86,2577
332,236,132,2578
1886,1568,1077,2579
299,288,235,2580
491,455,336,2581
200,198,180,2582
442,422,263,2583
75,72,67,2584
521,442,252,2585
717,655,432,2586
554,549,434,2587
72,71,65,2588
220,187,163,2589
442,413,229,2590
2009,1533,1190,2591
159,152,137,2592
1074,1005,711,2593
2658,2288,1674,2594
2770,2109,1728,2595
705,599,341,2596
383,374,322,2597
473,429,319,2598
336,335,295,2599
667,657,588,2600
193,187,157,2601
1559,961,685,2602
1499,1094,826,2603
290,272,191,2604
1159,1154,892,2605
1457,792,354,2606
585,505,408,2607
543,532,430,2608
389,385,337,2609
773,753,726,2610
802,770,352,2611
1403,1122,864,2612
260,260,192,2613
530,527,439,2614
166,162,146,2615
660,488,246,2616
517,490,443,2617
2057,1583,1209,2618
426,401,304,2619
1735,962,284,2620
981,795,609,2621
2618,2102,1579,2622
1039,1009,981,2623
2140,1777,1179,2624
2073,1705,1289,2625
1234,844,487,2626
2360,2132,1337,2627
1840,1412,853,2628
